Title,Price,Property Type,Bedrooms,Bathrooms,Area,Location
"Apartment for sale in  Al Yarmuk, East Riyadh","1,005,000",Apartment,4,4,142 Sq. M.,"Al Yarmuk, East Riyadh, Riyadh"
"Floor for Sale in Shubra, West Riyadh","860,000",Floor,3,3,500 Sq. M.,"Shubra, West Riyadh, Riyadh"
"For Sale Apartment in Al Maizilah, East Riyadh","720,000",Apartment,3,3,101 Sq. M.,"Al Maizilah, East Riyadh, Riyadh"
"Detached Floors for Sale in Shubra, West Riyadh","850,000",Floor,3,3,500 Sq. M.,"Shubra, West Riyadh, Riyadh"
"Floor for sale in Al Munsiyah, East Riyadh","1,380,000",Floor,3,3,168 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
"Isteraha For Sale Al Rimal, East Riyadh","18,750,000",Rest House,1,5,"7,500 Sq. M.","Al Rimal, East Riyadh, Riyadh"
"Floor for sale in Al Khaleej, east Riyadh","1,400,000",Floor,5,4,600 Sq. M.,"Al Khaleej, East Riyadh, Riyadh"
"For Sale Duplex Villa in Al Yarmuk, East Riyadh","2,350,000",Villa,6,5,250 Sq. M.,"Al Yarmuk, East Riyadh, Riyadh"
"Apartment for sale in Al Rimal, East Riyadh","859,000",Apartment,3,3,145 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
"Apartment for sale in Al Rimal, East Riyadh","819,000",Apartment,3,3,132 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
"Apartment for Sale in Al Mahdiyah, West Riyadh","930,000",Apartment,3,2,130 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Apartment for Sale in Mahdiyah, west of Riyadh","750,000",Apartment,3,3,478 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Apartment for Sale in Al Mahdiyah, West Riyadh","750,000",Apartment,3,3,478 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Apartment For Sale in Al Mahdiyah, West Riyadh","750,000",Apartment,3,2,478 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"For Sale Villa in Al Mahdiyah, West Riyadh","2,100,000",Villa,7,5,366 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","3,000,000",Villa,7,5,366 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"For Sale Villa in Al Mahdiyah, West Riyadh","2,050,000",Villa,7,5,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"For Sale Villa in Al Mahdiyah, West Riyadh","2,000,000",Villa,6,5,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","2,200,000",Villa,5,4,235 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"For Sale Villa in Al Mahdiyah, West Riyadh","2,100,000",Villa,6,4,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"For Sale Apartment in Al Mahdiyah, West Riyadh","920,000",Apartment,3,3,160 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"For Sale Villa in Al Mahdiyah, West Riyadh","2,350,000",Villa,7,6,366 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","1,800,000",Villa,7,6,366 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Modern Villa for Sale in Al Mahdiyah, West Riyadh","3,000,000",Villa,6,5,300 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Modern Villa for Sale in Al Mahdiyah, West Riyadh","1,800,000",Villa,7,5,366 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"For Sale Villa in Al Mahdiyah, West Riyadh","3,000,000",Villa,7,5,366 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","2,800,000",Villa,7,6,366 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa and Apartment for Sale in Al Mahdiyah, West Riyadh","2,800,000",Villa,5,5,385 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","2,400,000",Villa,6,4,240 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","2,900,000",Villa,6,5,312 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","2,450,000",Villa,5,4,240 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","2,000,000",Villa,5,4,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","1,950,000",Villa,6,4,225 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","2,400,000",Villa,6,5,250 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","2,000,000",Villa,6,5,250 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","1,800,000",Villa,6,5,366 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","1,800,000",Villa,6,5,366 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for sale in  Al Mahdiyah, West Riyadh","3,000,000",Villa,7,5,300 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for sale in  Al Mahdiyah, West Riyadh","3,200,000",Villa,7,5,366 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for sale in  Al Mahdiyah, West Riyadh","3,500,000",Villa,8,5,450 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for sale in  Al Mahdiyah, West Riyadh","2,400,000",Villa,7,5,300 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for sale in  Al Mahdiyah, West Riyadh","2,000,000",Villa,7,5,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for sale in  Al Mahdiyah, West Riyadh","1,800,000",Villa,7,5,366 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for sale in  Al Mahdiyah, West Riyadh","1,800,000",Villa,7,5,366 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for sale in  Al Mahdiyah, West Riyadh","1,800,000",Villa,7,5,366 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for sale in Al Mahdiyah, west Riyadh","2,150,000",Villa,7,5,366 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Apartment for sale in Al Mahdiyah, west Riyadh","975,000",Apartment,3,2,162 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","1,800,000",Villa,6,5,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","1,800,000",Villa,6,5,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","2,900,000",Villa,6,5,366 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Apartment for sale in  Al Mahdiyah, West Riyadh","2,100,000",Villa,7,5,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for sale in Al Mahdiyah, west Riyadh","2,200,000",Villa,7,5,250 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for sale in Al Mahdiyah, west Riyadh","2,800,000",Villa,7,5,366 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for sale in Al Mahdiyah, west Riyadh","2,400,000",Villa,7,5,366 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for sale in Al Mahdiyah, west Riyadh","1,850,000",Villa,7,5,366 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","1,799,999",Villa,6,5,366 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","1,800,000",Villa,6,5,366 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","1,800,000",Villa,6,5,366 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","1,800,000",Villa,6,5,366 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for sale in  Al Mahdiyah, West Riyadh","1,800,000",Villa,5,5,400 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","1,800,000",Villa,6,5,366 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","1,800,000",Villa,6,5,366 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","1,800,000",Villa,6,5,366 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","1,800,000",Villa,6,5,366 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","1,950,000",Villa,4,5,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for sale in Al Mahdiyah, west Riyadh","1,950,000",Villa,7,5,366 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for sale in Al Mahdiyah, west Riyadh","1,850,000",Villa,7,5,366 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for sale in Al Mahdiyah, west  Riyadh","2,100,000",Villa,7,5,366 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","3,000,000",Villa,7,5,366 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","2,900,000",Villa,7,5,366 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","1,800,000",Villa,7,5,366 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","2,600,000",Villa,7,5,366 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","2,000,000",Villa,7,5,366 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","1,850,000",Villa,7,5,366 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","1,990,000",Villa,7,5,366 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","3,000,000",Villa,7,5,366 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","2,000,000",Villa,7,5,366 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","3,200,000",Villa,7,5,366 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","3,150,000",Villa,7,5,366 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","3,000,000",Villa,7,5,366 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","2,750,000",Villa,7,5,360 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","2,300,000",Villa,7,5,366 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Building for sale in Al Mahdiyah, West Riyadh","820,000",Building,N/A,N/A,899 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Building for sale in Al Mahdiyah, west Riyadh","3,800,000",Building,N/A,N/A,899 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for sale in Al Mahdiyah, West Riyadh","4,000,000",Villa,5,5,400 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Building for sale in Al Mahdiyah, west Riyadh","850,000",Building,N/A,N/A,899 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Building for sale in Al Mahdiyah, west Riyadh","780,000",Building,N/A,N/A,899 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Building for sale in Al Mahdiyah, west Riyadh","3,700,000",Building,N/A,N/A,899 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Building for sale in Al Mahdiyah, west Riyadh","900,000",Building,N/A,N/A,899 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for sale in Al Mahdiyah, West Riyadh","765,000",Villa,4,3,400 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for sale in Al Mahdiyah, west Riyadh","1,800,000",Villa,4,4,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for sale in Al Mahdiyah, west Riyadh","2,450,000",Villa,6,6,300 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for sale in Al Mahdiyah, west Riyadh","2,000,000",Villa,6,5,260 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for sale in Al Mahdiyah, west Riyadh","2,000,000",Villa,6,3,260 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Apartment for sale in Al Mahdiyah, west Riyadh","900,000",Apartment,4,3,150 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for sale in Al Mahdiyah, west Riyadh","3,950,000",Villa,6,5,450 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for sale in Al Mahdiyah, west Riyadh","1,900,000",Villa,5,5,260 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Apartment for sale in Al Mahdiyah, west Riyadh","900,000",Apartment,3,3,137 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for sale in Al Mahdiyah, west Riyadh","1,730,000",Villa,5,5,260 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","2,600,000",Villa,5,7,300 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","2,750,000",Villa,6,7,366 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","2,400,000",Villa,6,5,250 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","1,950,000",Villa,6,5,215 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","2,150,000",Villa,6,5,250 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","1,900,000",Villa,4,4,215 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","1,950,000",Villa,6,4,215 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","2,750,000",Villa,6,5,366 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","1,900,000",Villa,4,4,215 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","4,000,000",Villa,6,5,250 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","2,750,000",Villa,6,7,366 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","1,900,000",Villa,5,4,215 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","2,200,000",Villa,6,7,250 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","1,950,000",Villa,6,5,215 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Apartment for Sale in Al Mahdiyah, West Riyadh","750,000",Apartment,3,3,130 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Apartment for Sale in Al Mahdiyah, West Riyadh","850,000",Apartment,3,3,130 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Apartment for Sale in Al Mahdiyah, West Riyadh","750,000",Apartment,3,3,183 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Apartment for Sale in Al Mahdiyah, West Riyadh","750,000",Apartment,4,3,246 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Apartment for Sale in Al Mahdiyah, West Riyadh","750,000",Apartment,3,3,128 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Apartment for Sale in Al Mahdiyah, West Riyadh","749,999",Apartment,4,3,131 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Apartment for Sale in Al Mahdiyah, West Riyadh","840,000",Apartment,3,3,140 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","1,780,000",Villa,6,5,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Apartment for Sale in Al Mahdiyah, West Riyadh","720,000",Apartment,3,3,195 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Apartment for sale in  Al Mahdiyah, West Riyadh","750,000",Apartment,2,3,107 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Apartment for sale in  Al Mahdiyah, West Riyadh","750,000",Apartment,3,3,115 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Apartment for sale in  Al Mahdiyah, West Riyadh","930,000",Apartment,5,3,180 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for sale in  Al Mahdiyah, West Riyadh","2,300,000",Villa,6,5,245 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for sale in  Al Mahdiyah, West Riyadh","1,750,000",Villa,6,5,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Studio Apartment For Sale Al Mahdiyah, Riyadh","860,000",Apartment,3,3,160 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Apartment for sale in  Al Mahdiyah, West Riyadh","750,000",Apartment,4,3,140 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Apartment for sale in  Al Mahdiyah, West Riyadh","770,000",Apartment,4,3,160 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for sale in  Al Mahdiyah, West Riyadh","2,300,000",Villa,7,5,315 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for sale in  Al Mahdiyah, West Riyadh","3,100,000",Villa,7,5,375 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for sale in  Al Mahdiyah, West Riyadh","2,500,000",Villa,7,5,300 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Apartment for sale in  Al Mahdiyah, West Riyadh","2,500,000",Villa,7,5,360 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","1,800,000",Villa,6,5,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Apartment for Sale in Al Mahdiyah, West Riyadh","920,000",Apartment,4,3,195 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Apartment for Sale in Al Mahdiyah, West Riyadh","710,000",Apartment,3,3,160 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Apartment for Sale in Al Mahdiyah, West Riyadh","750,000",Apartment,3,3,110 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Apartment for Sale in Al Mahdiyah, West Riyadh","700,000",Apartment,4,3,110 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Apartment for Sale in Al Mahdiyah, West Riyadh","720,000",Apartment,2,2,122 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Apartment for Sale in Al Mahdiyah, West Riyadh","720,000",Apartment,4,4,123 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Apartment for Sale in Al Mahdiyah, West Riyadh","860,000",Apartment,3,3,120 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Apartment for Sale in Al Mahdiyah, West Riyadh","740,000",Apartment,4,4,130 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Apartment for sale in  Al Mahdiyah, West Riyadh","730,000",Apartment,3,3,130 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for sale in  Al Mahdiyah, West Riyadh","1,750,000",Villa,3,3,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for sale in  Al Mahdiyah, West Riyadh","3,100,000",Villa,8,5,375 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for sale in  Al Mahdiyah, West Riyadh","2,500,000",Villa,7,5,360 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Apartment for sale in  Al Mahdiyah, West Riyadh","850,000",Apartment,4,4,140 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Apartment for sale in  Al Mahdiyah, West Riyadh","720,000",Apartment,4,3,124 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for sale in  Al Mahdiyah, West Riyadh","2,000,000",Villa,5,5,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Apartment for sale in  Al Mahdiyah, West Riyadh","750,000",Apartment,4,3,142 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for sale in  Al Mahdiyah, West Riyadh","2,000,000",Villa,7,5,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for sale in  Al Mahdiyah, West Riyadh","1,850,000",Villa,7,5,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for sale in  Al Mahdiyah, West Riyadh","4,000,000",Villa,8,5,450 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Apartment for sale in  Al Mahdiyah, West Riyadh","730,000",Apartment,3,3,123 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Apartment for sale in  Al Mahdiyah, West Riyadh","800,000",Apartment,3,3,159 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Apartment for Sale in Al Mahdiyah, West Riyadh","800,000",Apartment,4,4,140 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Apartment for Sale in Al Mahdiyah, West Riyadh","730,000",Apartment,3,4,130 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Apartment for Sale in Al Mahdiyah, West Riyadh","870,000",Apartment,3,3,159 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Apartment for Sale in Al Mahdiyah, West Riyadh","820,000",Apartment,3,4,163 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Apartment for Sale in Al Mahdiyah, West Riyadh","720,000",Apartment,2,3,123 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Apartment for Sale in Al Mahdiyah, West Riyadh","800,000",Apartment,3,3,163 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Apartment for Sale in Al Mahdiyah, West Riyadh","800,000",Apartment,4,3,159 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Apartment for Sale in Al Mahdiyah, West Riyadh","820,000",Apartment,5,3,163 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa For Sale in Al Mahdiyah, West Riyadh","2,000,000",Villa,6,4,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa For Sale in Al Mahdiyah, West Riyadh","1,800,000",Villa,3,5,150 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa For Sale in Al Mahdiyah, West Riyadh","1,850,000",Villa,6,5,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa For Sale in Al Mahdiyah, West Riyadh","3,200,000",Villa,6,4,300 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa For Sale in Al Mahdiyah, West Riyadh","1,850,000",Villa,7,4,366 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa For Sale in Al Mahdiyah, West Riyadh","4,700,000",Villa,5,5,400 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa For Sale in Al Mahdiyah, West Riyadh","2,400,000",Villa,7,5,366 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","2,350,000",Villa,7,4,366 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Apartment For Sale in Al Mahdiyah, West Riyadh","8,500,000",Villa,6,5,300 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Apartment For Sale in Al Mahdiyah, West Riyadh","4,000,000",Villa,6,4,375 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","4,000,000",Villa,3,3,400 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","1,800,000",Villa,8,6,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"For Sale Villa in Al Mahdiyah, West Riyadh","2,400,000",Villa,7,6,366 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","2,000,000",Villa,7,6,366 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
فيلا للبيع في المهدية، غرب الرياض,"4,000,000",Villa,7,5,366 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","1,800,000",Villa,7,4,366 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","3,000,000",Villa,7,5,366 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for sale in Al Mahdiyah, West Riyadh","1,850,000",Villa,6,5,400 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Building for sale in Al Mahdiyah, west Riyadh","740,000",Building,N/A,N/A,899 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Building for sale in Al Mahdiyah, west Riyadh","870,000",Building,N/A,N/A,899 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for sale in Al Mahdiyah, West Riyadh","1,980,000",Villa,5,4,400 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for sale in Al Mahdiyah, West Riyadh","2,000,000",Villa,5,4,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for sale in Al Mahdiyah, west Riyadh","1,750,000",Villa,5,4,400 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Building for sale in Al Mahdiyah, west Riyadh","740,000",Building,N/A,N/A,899 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for sale in Al Mahdiyah, west Riyadh","2,750,000",Villa,7,6,366 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
